Nama Siswa,Kelas,Tahun Ajaran,Jumlah Kehadiran,Kategori Kehadiran,Nilai Rata-rata,Kategori Nilai,Jumlah Pelanggaran,Kategori Pelanggaran,Pekerjaan Orang Tua,Penghasilan Orang Tua,Status SPP,Status Orang Tua,Risiko Drop-Out
Cinta Prasasta,7B,2024/2025,210,Baik,82.4,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Rendy Budiyanto,7A,2025/2026,185,Kurang,80.0,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Piatu,Sedang
Johan Prasetyo,9C,2023/2024,188,Kurang,83.2,Sedang,0,Tidak Ada,Buruh/Petani,< Rp 2.000.000,Lancar,Lengkap,Sedang
Julia Damanik,9A,2023/2024,210,Baik,90.8,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Jasmin Melani,7C,2023/2024,187,Kurang,83.5,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Janet Wijayanti,9B,2025/2026,192,Kurang,82.8,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Mursita Gunawan,9B,2024/2025,230,Sangat Baik,86.9,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Yolanda,8B,2025/2026,194,Kurang,94.7,Tinggi,0,Tidak Ada,Tidak Bekerja,< Rp 2.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Ilyas Namaga,7C,2024/2025,211,Baik,71.6,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Lantar Marpaung,8A,2024/2025,182,Kurang,97.3,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Sutan Najam Marbun,8A,2023/2024,185,Kurang,73.2,Rendah,0,Tidak Ada,Buruh/Petani,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Puti Zamira Marpaung,7C,2023/2024,204,Baik,93.0,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Gasti Hasanah,9C,2025/2026,235,Sangat Baik,71.4,Rendah,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Jaya Napitupulu,7C,2023/2024,215,Baik,78.5,Sedang,2,Ringan,Wiraswasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Edi Saputra,9C,2024/2025,217,Baik,68.9,Rendah,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Danang Hutasoit,7B,2023/2024,214,Baik,93.8,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Unjani Hasanah,8A,2025/2026,227,Sangat Baik,78.9,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Maras Hardiansyah,7B,2024/2025,182,Kurang,73.3,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Hari Saragih,7C,2024/2025,208,Baik,79.0,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Mila Agustina,7A,2025/2026,198,Kurang,77.7,Sedang,0,Tidak Ada,PNS/TNI/Polri,< Rp 2.000.000,Lancar,Lengkap,Sedang
Puti Padmi Namaga,8B,2024/2025,223,Sangat Baik,68.1,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Yatim,Sedang
Enteng Ramadan,9C,2025/2026,218,Baik,77.5,Sedang,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Fitria Mandala,9B,2025/2026,223,Sangat Baik,89.9,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Yatim,Rendah
Panca Yolanda,7C,2023/2024,213,Baik,83.5,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Piatu,Rendah
Samiah Oktaviani,9A,2024/2025,185,Kurang,76.3,Sedang,10,Sedang/Berat,Tidak Bekerja,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Cahyadi Widodo,8C,2024/2025,224,Sangat Baik,86.4,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Rendah
Siti Situmorang,8A,2025/2026,186,Kurang,83.3,Sedang,10,Sedang/Berat,PNS/TNI/Polri,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Kezia Hutapea,8A,2024/2025,232,Sangat Baik,91.6,Tinggi,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Bagya Mansur,8C,2024/2025,217,Baik,83.4,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Chandra Puspita,7A,2025/2026,222,Sangat Baik,78.5,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Gaman Maheswara,8C,2024/2025,217,Baik,74.9,Rendah,3,Sedang/Berat,Wiraswasta,< Rp 2.000.000,Lancar,Lengkap,Tinggi
Sarah Wulandari,7A,2023/2024,219,Baik,87.6,Tinggi,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Elon Situmorang,7B,2025/2026,213,Baik,66.6,Rendah,5,Sedang/Berat,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Kamal Ardianto,7B,2023/2024,183,Kurang,66.7,Rendah,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Lala Pangestu,7B,2023/2024,230,Sangat Baik,77.9,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Prima Winarno,8A,2024/2025,215,Baik,87.0,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ina Simbolon,9A,2023/2024,214,Baik,86.5,Tinggi,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Cemplunk Siregar,9A,2023/2024,234,Sangat Baik,68.8,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Hamima Nainggolan,7A,2023/2024,234,Sangat Baik,91.1,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Darman Purnawati,9C,2025/2026,237,Sangat Baik,69.2,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Lulut Fujiati,8B,2023/2024,217,Baik,65.2,Rendah,2,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Reza Damanik,9A,2023/2024,230,Sangat Baik,75.3,Sedang,3,Sedang/Berat,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Dalimin Agustina,9B,2024/2025,187,Kurang,81.1,Sedang,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Betania Permata,8B,2023/2024,210,Baik,73.0,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Cahyanto Rajata,9A,2025/2026,231,Sangat Baik,74.0,Rendah,2,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Dalimin Hidayat,9A,2024/2025,199,Kurang,78.5,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Bella Natsir,9A,2023/2024,180,Kurang,89.1,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Martana Nugroho,8C,2023/2024,215,Baik,98.2,Tinggi,5,Sedang/Berat,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Teddy Jailani,9A,2025/2026,203,Baik,87.0,Tinggi,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Hartaka Purnawati,7B,2024/2025,229,Sangat Baik,71.0,Rendah,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Dacin Hidayat,7A,2025/2026,207,Baik,83.6,Sedang,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Lega Lailasari,7B,2023/2024,202,Baik,96.7,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Nyoman Pratama,8C,2024/2025,186,Kurang,74.1,Rendah,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Tinggi
Jarwi Thamrin,8B,2023/2024,214,Baik,98.2,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Aurora Palastri,7C,2023/2024,238,Sangat Baik,75.0,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Respati Gunawan,9A,2025/2026,211,Baik,73.8,Rendah,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Lancar,Piatu,Sedang
Heryanto Rahimah,9A,2024/2025,228,Sangat Baik,67.4,Rendah,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Emin Purnawati,7A,2024/2025,197,Kurang,90.9,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Puti Wani Pradana,8B,2024/2025,239,Sangat Baik,94.3,Tinggi,2,Ringan,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Hesti Prayoga,7A,2024/2025,194,Kurang,74.6,Rendah,1,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Yatim,Tinggi
Cakrawangsa Damanik,8C,2025/2026,207,Baik,78.9,Sedang,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Piatu,Sedang
Gamani Maheswara,8B,2024/2025,193,Kurang,69.0,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Harsana Yuliarti,9A,2023/2024,228,Sangat Baik,72.7,Rendah,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Menunggak >2 Bulan,Yatim,Sedang
Kani Samosir,8C,2025/2026,236,Sangat Baik,83.6,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Queen Ramadan,9C,2025/2026,213,Baik,86.5,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Cakrabuana Saefullah,9C,2025/2026,225,Sangat Baik,83.0,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Sari Napitupulu,9C,2024/2025,210,Baik,77.3,Sedang,2,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Jaya Riyanti,8B,2024/2025,208,Baik,77.9,Sedang,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Wahyu Sihombing,7C,2024/2025,183,Kurang,81.4,Sedang,10,Sedang/Berat,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Nilam Saptono,8C,2025/2026,219,Baik,96.0,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Endah Prasetyo,9B,2023/2024,204,Baik,66.2,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Sedang
Budi Nababan,7A,2025/2026,183,Kurang,70.3,Rendah,1,Ringan,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Baktiono Sirait,8B,2024/2025,223,Sangat Baik,69.3,Rendah,2,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Najib Susanti,7B,2025/2026,182,Kurang,73.7,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Rini Anggriawan,9B,2023/2024,232,Sangat Baik,77.8,Sedang,1,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Wirda Hutagalung,7A,2025/2026,226,Sangat Baik,67.2,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Intan Safitri,7C,2023/2024,237,Sangat Baik,92.8,Tinggi,5,Sedang/Berat,Tidak Bekerja,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Tiara Rajasa,8A,2023/2024,217,Baik,82.2,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Sakura Nainggolan,7B,2025/2026,188,Kurang,89.4,Tinggi,2,Ringan,Karyawan Swasta,< Rp 2.000.000,Lancar,Yatim,Sedang
Balangga Iswahyudi,7B,2025/2026,200,Baik,97.7,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Nardi Farida,8A,2024/2025,209,Baik,97.0,Tinggi,1,Ringan,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Rama Hutapea,7B,2024/2025,204,Baik,94.9,Tinggi,1,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ilyas Rahimah,9C,2023/2024,193,Kurang,83.8,Sedang,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Kenzie Salahudin,9A,2023/2024,222,Sangat Baik,75.0,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Teguh Kurniawan,7A,2024/2025,206,Baik,79.0,Sedang,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Marsito Damanik,8A,2025/2026,228,Sangat Baik,69.1,Rendah,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Saadat Siregar,9A,2024/2025,240,Sangat Baik,67.8,Rendah,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Galar Natsir,9A,2024/2025,219,Baik,94.9,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Gabriella Lestari,8A,2025/2026,199,Kurang,66.6,Rendah,0,Tidak Ada,Buruh/Petani,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Hari Gunawan,9B,2023/2024,228,Sangat Baik,81.2,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Jarwadi Rahimah,9C,2023/2024,195,Kurang,84.7,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Jamil Budiman,8C,2023/2024,196,Kurang,76.2,Sedang,1,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Azalea Zulaika,9C,2025/2026,186,Kurang,94.1,Tinggi,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Irma Habibi,7B,2025/2026,216,Baik,75.4,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Ella Kusumo,9A,2024/2025,210,Baik,67.8,Rendah,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Sedang
Edi Haryanti,9B,2025/2026,202,Baik,68.9,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Sedang
Umar Gunarto,8B,2024/2025,210,Baik,83.6,Sedang,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Respati Rahimah,7A,2024/2025,198,Kurang,90.1,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Cornelia Oktaviani,7A,2023/2024,217,Baik,96.5,Tinggi,5,Sedang/Berat,Karyawan Swasta,< Rp 2.000.000,Lancar,Piatu,Sedang
Himawan Firgantoro,7C,2024/2025,198,Kurang,79.8,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Yatim,Sedang
Azalea Yuniar,7C,2023/2024,236,Sangat Baik,79.0,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Hani Widiastuti,8A,2025/2026,185,Kurang,76.3,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Kani Jailani,7C,2023/2024,231,Sangat Baik,67.8,Rendah,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Sedang
Oni Wacana,7B,2023/2024,185,Kurang,66.3,Rendah,0,Tidak Ada,Tidak Bekerja,> Rp 5.000.000,Lancar,Piatu,Tinggi
Ana Susanti,9B,2025/2026,187,Kurang,75.5,Sedang,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Kasiyah Andriani,9B,2023/2024,184,Kurang,98.3,Tinggi,1,Ringan,Tidak Bekerja,< Rp 2.000.000,Lancar,Lengkap,Sedang
Eli Namaga,7B,2024/2025,216,Baik,79.2,Sedang,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Hana Saefullah,7C,2025/2026,193,Kurang,86.4,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Yatim,Sedang
Calista Habibi,8A,2025/2026,231,Sangat Baik,69.5,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Juli Siregar,7C,2023/2024,208,Baik,66.2,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Radika Astuti,7A,2025/2026,229,Sangat Baik,86.5,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Oman Zulkarnain,7B,2025/2026,231,Sangat Baik,68.4,Rendah,0,Tidak Ada,Tidak Bekerja,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Omar Utama,9B,2024/2025,224,Sangat Baik,73.1,Rendah,0,Tidak Ada,Buruh/Petani,> Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Nrima Simbolon,9C,2023/2024,228,Sangat Baik,77.3,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Harto Samosir,8C,2025/2026,204,Baik,83.2,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Rama Pangestu,7C,2024/2025,211,Baik,80.4,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Wasis Mayasari,9A,2025/2026,205,Baik,82.1,Sedang,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Hadi Utami,7C,2023/2024,181,Kurang,66.1,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Piatu,Tinggi
Febi Wahyudin,7B,2025/2026,191,Kurang,91.3,Tinggi,2,Ringan,Wiraswasta,< Rp 2.000.000,Lancar,Lengkap,Sedang
Salwa Uyainah,8C,2024/2025,205,Baik,83.6,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Yatim,Rendah
Cahyo Tampubolon,7C,2025/2026,182,Kurang,67.5,Rendah,0,Tidak Ada,Buruh/Petani,> Rp 5.000.000,Menunggak >2 Bulan,Piatu,Tinggi
Banawa Wahyudin,8C,2023/2024,212,Baik,81.6,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Nadia Mayasari,9C,2023/2024,193,Kurang,89.7,Tinggi,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Mursinin Rahmawati,8A,2025/2026,225,Sangat Baik,84.5,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Abyasa Prakasa,7B,2025/2026,183,Kurang,87.4,Tinggi,5,Sedang/Berat,Tidak Bekerja,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Raisa Sihotang,7B,2024/2025,195,Kurang,75.3,Sedang,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Langgeng Permata,8C,2025/2026,188,Kurang,78.1,Sedang,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Sedang
Salwa Haryanti,8A,2025/2026,195,Kurang,81.2,Sedang,3,Sedang/Berat,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Bahuwarna Prasasta,8A,2025/2026,204,Baik,88.2,Tinggi,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Fitriani Ardianto,8A,2024/2025,217,Baik,91.4,Tinggi,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Jane Prakasa,8B,2023/2024,231,Sangat Baik,71.3,Rendah,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Lasmono Yulianti,7A,2024/2025,180,Kurang,74.5,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Yatim Piatu,Tinggi
Balangga Hassanah,7C,2023/2024,218,Baik,75.0,Sedang,0,Tidak Ada,Tidak Bekerja,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Yusuf Megantara,9A,2024/2025,194,Kurang,79.8,Sedang,1,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Puti Tampubolon,7C,2023/2024,201,Baik,85.9,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Maimunah Maulana,9C,2025/2026,212,Baik,67.8,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Ibun Rahayu,8B,2024/2025,213,Baik,76.4,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Viktor Napitupulu,8C,2023/2024,212,Baik,67.2,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Artawan Santoso,9C,2023/2024,208,Baik,94.9,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Victoria Hutagalung,7C,2025/2026,185,Kurang,79.2,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Piatu,Sedang
Ulya Lailasari,9A,2024/2025,233,Sangat Baik,87.5,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Safina Ramadan,8B,2023/2024,183,Kurang,86.9,Tinggi,2,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Sedang
Danu Ramadan,9C,2024/2025,224,Sangat Baik,83.9,Sedang,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Wakiman Sihombing,8B,2023/2024,208,Baik,71.3,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Ajimat Budiyanto,8C,2024/2025,193,Kurang,71.9,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Tinggi
Atmaja Simbolon,7A,2024/2025,239,Sangat Baik,83.6,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Ade Yuliarti,8C,2024/2025,240,Sangat Baik,92.0,Tinggi,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Taufik Situmorang,7C,2024/2025,225,Sangat Baik,89.4,Tinggi,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Indah Haryanti,7C,2025/2026,185,Kurang,86.2,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Jayeng Firgantoro,9C,2025/2026,203,Baik,94.0,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ega Prasasta,9B,2024/2025,215,Baik,91.0,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
